sample_id,crop_path,transcription,plate_type,split,source_image,notes
ocr_000013,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000013.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/K2B-8145jpg_jpg.rf.cff67ba0286db6814924d4f416cd2544.jpg,auto-generated crop — add transcription
ocr_000014,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000014.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/K2B-8521_jpg.rf.1b67c914f6cab4159f8361191b636f09.jpg,auto-generated crop — add transcription
ocr_000015,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000015.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/K2C-8010_jpg.rf.3410d1b491b4a257f50fe53cdf88d9af.jpg,auto-generated crop — add transcription
ocr_000016,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000016.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/K2D-9793_jpg.rf.74413c7d68d50cdeb6844eb5999d0cca.jpg,auto-generated crop — add transcription
ocr_000017,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000017.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/K3A-0103_jpg.rf.9daf79e4f8557b2e7bfa2e9dfd366acd.jpg,auto-generated crop — add transcription
ocr_000018,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000018.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/K3A-1633_jpg.rf.4fd427f5314198e68fd7bdf6fd7d9cf3.jpg,auto-generated crop — add transcription
ocr_000019,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000019.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/KPC2A-7042_jpg.rf.c7b9cb3b7fcd26a5e21d182b9637eb2c.jpg,auto-generated crop — add transcription
ocr_000020,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000020.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/KPC2A-9154_jpg.rf.02b41a5226e8d503ed767e284b1d9ad1.jpg,auto-generated crop — add transcription
ocr_000021,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000021.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/KPC2B-1569_jpg.rf.73f5d15d4ca345d6db48e27bf2e68658.jpg,auto-generated crop — add transcription
ocr_000022,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000022.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/KPC2B-7369_jpg.rf.369e705c4c22707d0d1d3fc3ec8d963e.jpg,auto-generated crop — add transcription
ocr_000023,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000023.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/KPC3B-3468_jpg.rf.90bbf17101baafc953f27011679902dc.jpg,auto-generated crop — add transcription
ocr_000024,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000024.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/KPs2A-0020_jpg.rf.0bdcb40c72efaa64cdf7ed6cd3443efe.jpg,auto-generated crop — add transcription
ocr_000025,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000025.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/KPS2A-6804_jpg.rf.46f7de848d51bae4be96a83c4c32a4d2.jpg,auto-generated crop — add transcription
ocr_000026,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000026.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/KPS2A-6976_jpg.rf.d391828d7baee5442e4f399a416720f0.jpg,auto-generated crop — add transcription
ocr_000027,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000027.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/KPS2A-7083_jpg.rf.3667e4d485290e2759d67565b68d8ba5.jpg,auto-generated crop — add transcription
ocr_000028,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000028.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/KPS2B-5939_jpg.rf.20595233c4dbbf0f34f55ac76da2d5fd.jpg,auto-generated crop — add transcription
ocr_000029,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000029.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/KPS2B-7740_jpg.rf.9c9524dfa3d94eadcaba7c7732e3159d.jpg,auto-generated crop — add transcription
ocr_000030,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000030.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/KPs2B-9698_jpg.rf.faa1a4f1f9c9a212034e3c70411aacac.jpg,auto-generated crop — add transcription
ocr_000031,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000031.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/KPs2C-5262_jpg.rf.c1cdf5a69266a7f05ebe55768e790fac.jpg,auto-generated crop — add transcription
ocr_000032,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000032.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/KPS3A-7965_jpg.rf.cbaa92b864c188c760e6b870dc3da4ef.jpg,auto-generated crop — add transcription
ocr_000033,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000033.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/KPT2A-1572_jpg.rf.dfcf70744e073a3dda6d3d143f04fe39.jpg,auto-generated crop — add transcription
ocr_000034,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000034.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/ODMC2A-3332_jpg.rf.f5d4608cf404fdeb9d6dde52f8888b30.jpg,auto-generated crop — add transcription
ocr_000035,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000035.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2A-1611_jpg.rf.d4877860ac480ee616a0ced6490feae5.jpg,auto-generated crop — add transcription
ocr_000036,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000036.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2A-3917_jpg.rf.a652b3012b7d105851dad943cbad3731.jpg,auto-generated crop — add transcription
ocr_000037,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000037.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2A-4223_jpg.rf.d1a192aa0f3174d9e5623d133f64d6a7.jpg,auto-generated crop — add transcription
ocr_000038,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000038.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AA-0146_jpg.rf.dd763abbec7dcf99de36eb692f426755.jpg,auto-generated crop — add transcription
ocr_000039,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000039.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AA-0484_jpg.rf.83f0ebc19ef350e40722ad112ce2b8cb.jpg,auto-generated crop — add transcription
ocr_000040,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000040.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AA-0885_jpg.rf.74bc2aceb67001e26448b42cf96f1b2f.jpg,auto-generated crop — add transcription
ocr_000041,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000041.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AA-9122_jpg.rf.88cbd9c944c300f49915f7a85079b132.jpg,auto-generated crop — add transcription
ocr_000042,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000042.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AB-1878_jpg.rf.9cd9d3750f73813cee851181367d2603.jpg,auto-generated crop — add transcription
ocr_000043,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000043.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AB-2359_jpg.rf.6af36e3db823b9136de47414345d0a32.jpg,auto-generated crop — add transcription
ocr_000044,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000044.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AB-3222_jpg.rf.9b0d7fe46d90646dc57f61f39e7c4850.jpg,auto-generated crop — add transcription
ocr_000045,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000045.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AB-4221_jpg.rf.f0740a8fbccca0dfec6aac8036c9167b.jpg,auto-generated crop — add transcription
ocr_000046,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000046.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AB-8983_jpg.rf.e95a9c697355a81fc37556db953f8b0b.jpg,auto-generated crop — add transcription
ocr_000047,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000047.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AC-3928_jpg.rf.333fdf1d30c4d13e5f39851e9321c7f2.jpg,auto-generated crop — add transcription
ocr_000048,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000048.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AC-4027_jpg.rf.b30b4033c88dee39ac485df6307aa778.jpg,auto-generated crop — add transcription
ocr_000049,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000049.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AC-4885_jpg.rf.c304918107ea1f8bf785c02c7f51cc86.jpg,auto-generated crop — add transcription
ocr_000050,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000050.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AC-7387_jpg.rf.59450d84386384349b103c01b83eae7b.jpg,auto-generated crop — add transcription
ocr_000051,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000051.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AC-9484_jpg.rf.4b05f10a2f18fb552b4d8d9d33bfa0b8.jpg,auto-generated crop — add transcription
ocr_000052,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000052.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AD-1421_jpg.rf.1d15d983a786c3446d04ae84a11b405d.jpg,auto-generated crop — add transcription
ocr_000053,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000053.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AD-5962_jpg.rf.8b772cbd6476866a81c42f792ce940d6.jpg,auto-generated crop — add transcription
ocr_000054,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000054.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AE-0715_jpg.rf.3e5400cc839aa61cc0f13b3f75b9a089.jpg,auto-generated crop — add transcription
ocr_000055,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000055.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AE-1684_jpg.rf.8d833a3294fe05efca494fc4e40957a8.jpg,auto-generated crop — add transcription
ocr_000056,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000056.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AE-3120_jpg.rf.adcc7212da744c20dbc48c5c806a0783.jpg,auto-generated crop — add transcription
ocr_000057,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000057.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AE-6159_jpg.rf.1b366a88fb025eb6baa94e113d9dc99f.jpg,auto-generated crop — add transcription
ocr_000058,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000058.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AE-7340_jpg.rf.bf7e1310d41073ad0fcea9696c25306a.jpg,auto-generated crop — add transcription
ocr_000059,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000059.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AE-7745_jpg.rf.011382085dc5c0605c10e356c6adb86f.jpg,auto-generated crop — add transcription
ocr_000060,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000060.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AE-8635_jpg.rf.22533876158618e7afc4f34338fa6932.jpg,auto-generated crop — add transcription
ocr_000061,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000061.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AF-1553_jpg.rf.8f0fae68746427639f078b17e7d8328f.jpg,auto-generated crop — add transcription
ocr_000062,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000062.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AF-2683_jpg.rf.c47555b396a2c1e6346e027565cb4339.jpg,auto-generated crop — add transcription
ocr_000063,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000063.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AF-2748_jpg.rf.856115988b80a8417e77a47e1c580953.jpg,auto-generated crop — add transcription
ocr_000064,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000064.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AG-3554_jpg.rf.a5ad1e9bad5b7c07969fbeb3d746c6cf.jpg,auto-generated crop — add transcription
ocr_000065,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000065.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AG-4831_jpg.rf.12b229ccf23652f2f412f9b0db59ebed.jpg,auto-generated crop — add transcription
ocr_000066,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000066.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AG-6118_jpg.rf.0a84345f0b86c9727d43dbe03bb56bb2.jpg,auto-generated crop — add transcription
ocr_000067,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000067.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AG-7414_jpg.rf.98e2104f98bdeabdd8aa95b329391599.jpg,auto-generated crop — add transcription
ocr_000068,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000068.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AG-7927_jpg.rf.b689bfff30dfc50b4f015c722db1f735.jpg,auto-generated crop — add transcription
ocr_000069,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/processed/ocr/crops_plate_number_reference/ocr_000069.png,,license_plate_kh_private,train,D:/Year4/Project Thesis/Expert System/Project/CamTraffic/ai-service/data/datasets/splits/plate_number_reference_remapped/train/images/PP2AH-4345_jpg.rf.4aaa7f41ff07f86d0201eccacbfbd2dd.jpg,auto-generated crop — add transcription
