id,driver_id,vehicle_id,officer_id,camera_id,road_id,ai_detection_log_id,violation_type,observed_action,detected_sign_code,detected_class_key,violation_date,location,description,officer_note,dismissal_reason,ai_confidence_score,plate_detected,status,bbox_coords,created_at,updated_at
7561b936-cb17-4f1b-b4c0-c941e30560c1,90ad9856-eb8e-415f-a6e2-534504bc4d12,94be3e5d-16f7-4e99-8b33-0ccbee245b77,,9149b635-3ece-49c2-b7b2-a46ebb0ac399,7763fab0-bd6c-4d57-ba0f-126096660cda,510f75f6-0665-4638-a98a-d765e462beaa,ILLEGAL_LEFT_TURN,stopping,,,2026-07-27T04:21:00Z,"C3 / NR6, Phnom Penh",Synthetic private enforcement record based on real location context.,,,84.09,PP-3027,draft,{},2026-07-27T04:21:00Z,2026-07-27T04:21:00Z
c1d3e8ab-58aa-4adf-b802-843431735a92,391e6091-13f7-48c1-bcb5-539b661545a7,77011be9-a304-419f-a165-f01c4f0eb7fc,,0ec543e0-6785-41e4-b545-f0e1d438bc25,9719a275-5a9f-42dc-a455-9f23d7c4d174,3b5b14d3-a1f4-4532-9a5f-8c623e245f4b,NO_ENTRY,u_turn,,,2026-07-27T04:04:00Z,"C3 / NR4, Phnom Penh",Synthetic private enforcement record based on real location context.,,,94.81,PP-3028,draft,{},2026-07-27T04:04:00Z,2026-07-27T04:04:00Z
b242fa7e-362b-4e90-a1a1-1be0d55991cf,31af9cfb-711d-4dad-9a6b-d2b1de095efb,fef0c2f3-5876-4eb1-b7ce-0e5d1e298d64,,a8397ae8-bd93-40ba-8f87-e78d9a03908e,323f9c0b-f8e6-4909-ba23-9998c21f74db,13232b73-8cec-44f8-8626-3245a16f87bd,ILLEGAL_RIGHT_TURN,left_turn,,,2026-07-27T03:47:00Z,"NR1 / Phnom Penh East Gate, Phnom Penh",Synthetic private enforcement record based on real location context.,,,87.27,PP-3029,draft,{},2026-07-27T03:47:00Z,2026-07-27T03:47:00Z
68c7481f-b3b2-44d7-a3e4-c89654bd9b92,5ed925c3-76f7-4660-804f-ce7495dec685,c1d31a98-a200-49d0-a0c9-beab7cf8684c,,6b144098-b2b4-4e41-a319-1010a121fd02,8f946d1b-07a1-47c8-b82e-0ab8d929f5f9,b03bea3c-f89a-425a-a306-5754124146c8,ILLEGAL_U_TURN,right_turn,,,2026-07-27T03:30:00Z,"Monivong / Russian, Phnom Penh",Synthetic private enforcement record based on real location context.,,,92.51,PP-3030,draft,{},2026-07-27T03:30:00Z,2026-07-27T03:30:00Z
fe7449c5-a36a-449e-b620-ef280064291e,addad752-08da-479a-aee8-f3e5ef83e4ce,df7cf629-dda5-4689-babc-ab9e49e7f80f,,497e5324-da80-472d-abb9-cd9abe370617,8747a56f-3592-44d0-8faf-cd129d0bb425,499f8ba5-a1cd-430e-96d0-e796adfe6452,ILLEGAL_LEFT_TURN,entry,,,2026-07-27T03:13:00Z,"Russian / Monivong, Phnom Penh",Synthetic private enforcement record based on real location context.,,,96.12,PP-3031,confirmed,{},2026-07-27T03:13:00Z,2026-07-27T03:13:00Z
88ccec56-2f6d-4bc2-9175-b167fd76be4d,75b9f778-fba6-416d-a50e-5d03c12bb003,b9ade834-09a2-448b-98d8-d17492705106,,d644ddc0-7007-48d3-b685-1d7c38571f63,e75d5f29-321b-4196-b809-9fffdb94a940,84cd4a0b-3c23-4e70-9f60-40d2e214a0e2,ILLEGAL_LEFT_TURN,entry,,,2026-07-27T02:56:00Z,"Monivong / Charles de Gaulle, Phnom Penh",Synthetic private enforcement record based on real location context.,,,86.53,PP-3032,pending_review,{},2026-07-27T02:56:00Z,2026-07-27T02:56:00Z
ebe5f4dd-d42a-4076-a364-76dbc6a2095a,05dd233b-a358-4910-a8c7-d9e5c854397d,302ae8e3-eaf6-4025-9a77-5b57dcf331a2,,b43f9a6f-3151-4fc8-a461-5a541ffe689a,bc5390b1-3223-4058-96f1-35b3cc6b814b,fa0f3fea-8b6e-41d9-933c-c3465b356b98,NO_STOPPING,entry,,,2026-07-27T02:39:00Z,"Sihanouk / Monivong, Phnom Penh",Synthetic private enforcement record based on real location context.,,,92.59,PP-3033,pending_review,{},2026-07-27T02:39:00Z,2026-07-27T02:39:00Z
fa55a293-169e-4437-b4dd-c6e7503bfcfd,273e1d24-1bb8-4afb-9f15-76ffd2ac22aa,335e545a-d310-4fd7-8f75-b3d6fcaa15ec,,2818bece-13c9-4d83-a44e-4fd69ea8e065,55098c9f-4608-411e-9d42-5814e2cb6f88,40498ee9-fa74-4864-b083-23c1a8d0f051,ILLEGAL_LEFT_TURN,parking,,,2026-07-27T02:22:00Z,"Monireth / Charles de Gaulle, Phnom Penh",Synthetic private enforcement record based on real location context.,,,92.51,PP-3034,draft,{},2026-07-27T02:22:00Z,2026-07-27T02:22:00Z
d3dd7273-ecff-474f-9516-57bb61f759ec,ec426cbe-3304-4f8b-a7c5-c18e42dda0a4,cb9d643e-039c-43d8-b19e-4c42736267b5,,80db431f-bd54-4a4f-88a1-292540df6f9b,9c87dc28-7a5a-498e-b077-5e6e9d092adc,e3bd355f-d6f7-4468-abd4-7437c0ecdcb0,NO_STOPPING,parking,,,2026-07-27T02:05:00Z,"Monivong / Sihanouk, Phnom Penh",Synthetic private enforcement record based on real location context.,,,78.09,PP-3035,confirmed,{},2026-07-27T02:05:00Z,2026-07-27T02:05:00Z
2cac14ad-df2a-4881-aba5-8ca1a6d77435,f178b1f6-9e21-4a84-87a2-e509e2d92cb3,b7bc4896-aa27-4a6d-a34c-ca8803b58c67,,c51cb0fd-1fda-4f51-a89e-c4ce523f70d0,e3b1c929-b5b3-4964-800e-95a5189c97fe,f035864a-045a-4968-9814-7b138e6c8ea8,ILLEGAL_LEFT_TURN,right_turn,,,2026-07-27T01:48:00Z,"Norodom / Mao Tse Toung, Phnom Penh",Synthetic private enforcement record based on real location context.,,,85.98,PP-3036,draft,{},2026-07-27T01:48:00Z,2026-07-27T01:48:00Z
d22caa32-1516-4c34-b9fe-bcd0f21e521f,f805dd64-cd55-4e91-aef8-16a4b56bf159,7222f62f-413e-4100-a43e-cd1b4a995e09,,a7123e6c-4955-4f51-b04d-02801cffa06a,80a93948-9465-4825-9fd2-19212875fb4b,80eb1581-3515-4c2f-a2fb-1296529d63e6,NO_ENTRY,right_turn,,,2026-07-27T01:31:00Z,"Mao Tse Toung / Monivong, Phnom Penh",Synthetic private enforcement record based on real location context.,,,78.37,PP-3037,confirmed,{},2026-07-27T01:31:00Z,2026-07-27T01:31:00Z
f5695820-a07a-428f-895d-6c6cfd095160,f5a4dd2e-0b3c-423f-a30c-0d70ece5187f,d9a26f4f-e27f-4d76-9939-edab00e561b1,,497445e3-923e-4a6a-abf1-d897eb0db53d,41ff06b1-83c3-409a-8c08-c0cf844b6434,ffbc4396-d1b3-4820-9577-c773c90b9b5b,NO_STOPPING,left_turn,,,2026-07-27T01:14:00Z,"Russian / Toul Kok, Phnom Penh",Synthetic private enforcement record based on real location context.,,,92.45,PP-3038,pending_review,{},2026-07-27T01:14:00Z,2026-07-27T01:14:00Z
470e3231-d07e-4738-bad8-f425446de66e,8bd5f8f5-4fc9-4ed1-85ce-a2390786c60f,c30026ad-2c3a-49d6-9afc-ab15005459b9,,bb8d184b-ab5b-4fc6-bae3-381191779671,cf44d2fa-e134-44b3-9145-6bd21db4dfbb,354f4e51-4d1e-45f7-89bc-f0de447cb3af,NO_STOPPING,u_turn,,,2026-07-27T00:57:00Z,"Street 221 / Russian Boulevard, Phnom Penh",Synthetic private enforcement record based on real location context.,,,92.25,PP-3039,confirmed,{},2026-07-27T00:57:00Z,2026-07-27T00:57:00Z
588e553f-2a56-420a-8ce3-213d171f233e,3b0a0d72-0442-4dfb-bb93-2beba59567e8,7fe87f09-1699-4d08-b235-98c58f0b39d8,,7b1780ee-3663-4f23-9100-b1dc5e42b966,3502d083-f80b-4439-9c3f-93cd3aa04378,0c8f4665-ab48-49e8-bf0d-8ae8fd117343,NO_STOPPING,u_turn,,,2026-07-27T00:40:00Z,"Monivong / Street 214, Phnom Penh",Synthetic private enforcement record based on real location context.,,,84.37,PP-3040,confirmed,{},2026-07-27T00:40:00Z,2026-07-27T00:40:00Z
7eceb510-f021-43c7-9eab-6da991eec850,612d854d-1094-41ce-933c-7541d7c6493d,4eb3148a-e8e7-4886-9962-5a94ca2704bc,,0fbeff53-3f46-4504-b0db-f5ac52e2d299,9ebabe79-f720-4597-9785-d75deb5e248b,7f9a6258-ba08-408a-b777-71429e0bc6d5,NO_ENTRY,stopping,,,2026-07-27T00:23:00Z,"Norodom / Street 240, Phnom Penh",Synthetic private enforcement record based on real location context.,,,87.71,PP-3041,confirmed,{},2026-07-27T00:23:00Z,2026-07-27T00:23:00Z
0329f535-e77a-43d3-a52e-906fe206f424,58fb686a-845c-4f07-98fe-cde1dd7d9a0c,6b7166ef-835e-4219-91ee-ef5ab6104120,,d15e0f01-c265-41d4-b566-bd7d0b8e2fd6,e206a9b0-b199-418a-a9f0-77421d2b2567,a7d856c6-d391-4d3c-bbd3-79e26720981a,NO_ENTRY,left_turn,,,2026-07-27T00:06:00Z,"Sihanouk / Street 163, Phnom Penh",Synthetic private enforcement record based on real location context.,,,94.65,PP-3042,confirmed,{},2026-07-27T00:06:00Z,2026-07-27T00:06:00Z
1fdaa621-3ef6-4b74-acd0-268b19ef9763,930e1c8d-5197-47c2-a0bd-2a7ab7f5e3f3,224b31d2-f49a-437b-b74b-af7488bf211b,,12752ff4-4b5f-4010-9636-7e4bdd95bd73,e91ff61d-1c72-49c3-9859-820bcd7077c8,fc6e0a8c-f97b-4674-9ed0-13b385250707,NO_ENTRY,left_turn,,,2026-07-26T23:49:00Z,"Street 51 / Street 240, Phnom Penh",Synthetic private enforcement record based on real location context.,,,96.11,PP-3043,draft,{},2026-07-26T23:49:00Z,2026-07-26T23:49:00Z
f002be54-2b9a-4115-9116-e32ead27baa9,3ea75361-75ec-42a0-832f-ae836003ad4e,d49c2ace-928f-4f3f-81a8-d600fc5301a0,,40e456ae-d06f-4193-a705-f782f46c0950,e20e1484-3061-4d5b-aae4-d19b66dbc5f2,d7035755-1a0c-4853-981c-fade370723ad,NO_PARKING,parking,,,2026-07-26T23:32:00Z,"Street 271 / Monivong, Phnom Penh",Synthetic private enforcement record based on real location context.,,,95.74,PP-3044,draft,{},2026-07-26T23:32:00Z,2026-07-26T23:32:00Z
9ee67a3b-7042-4757-83a7-27c68aca6b85,58bda66e-ffe0-47ee-9e7b-46841703663e,7b65b62b-fc0b-4769-a39f-4f5fcfc6aa7d,,ceee7b36-c927-4988-91e0-d756d101f1f9,b1034c62-5840-437e-9a76-22aa2f46aad2,818ec500-ce9b-4be6-8797-f0e00d411c23,ILLEGAL_LEFT_TURN,entry,,,2026-07-26T23:15:00Z,"Street 178 / Norodom, Phnom Penh",Synthetic private enforcement record based on real location context.,,,82.74,PP-3045,draft,{},2026-07-26T23:15:00Z,2026-07-26T23:15:00Z
95503b52-2642-4afc-9cc6-f56f383c7292,6b98cde5-e430-4e7d-907c-c065dfc2b7da,07474397-d800-436f-b0e0-23220dafaae0,,f0c5d7a6-7a2b-4b7d-b26a-e60c96cb954a,362032ed-3bdf-4ecb-8cc7-555bc860717a,72062c9e-22b0-4a24-a6e0-d37a7951eb71,ILLEGAL_U_TURN,left_turn,,,2026-07-26T22:58:00Z,"Street 240 / Russian Boulevard, Phnom Penh",Synthetic private enforcement record based on real location context.,,,87.78,PP-3046,confirmed,{},2026-07-26T22:58:00Z,2026-07-26T22:58:00Z
b64bdd88-22a3-47f3-939f-079cb17126ca,0e972e3a-e684-4f41-b53f-31c813f47954,60a675d4-0977-4c04-8ae8-c04208c82c9e,,da1c9bd9-0c30-46fb-8d13-5be4b08bbdcf,4ef9b268-10f0-4f7e-9be8-512c87fa626b,7695678c-8f39-44f0-bd82-459e254e02c5,NO_ENTRY,left_turn,,,2026-07-26T22:41:00Z,"Monireth / Mao Tse Toung, Phnom Penh",Synthetic private enforcement record based on real location context.,,,80.0,PP-3047,draft,{},2026-07-26T22:41:00Z,2026-07-26T22:41:00Z
