id,violation_id,driver_id,police_id,amount,reason,status,location,vehicle_plate,due_date,payment_method,payment_reference,paid_at,created_at,updated_at
b4280c88-5cf0-4bee-9f31-c02f8d3ac71d,d489edd6-714c-43e0-80c8-8cf8654d357a,2fe2cdd4-9a9d-4f39-82f5-0a97b524946b,2a625023-0ba1-43e1-bf86-62868cbc62bf,40000,Traffic violation fine (synthetic private record).,paid,"Monivong / Street 214, Phnom Penh",PP-3010,2026-08-30,khqr,PAY-PP-0011,2026-07-27T12:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
aa1a203a-a3ae-4e42-a666-4204a160ca59,303dc3bf-83d3-4682-b1dc-da9520fd57f9,6c14432f-4057-4097-852f-cca97e13d887,48ec89e4-b4d7-4a4f-b686-399ee120ae61,20000,Traffic violation fine (synthetic private record).,awaiting_verification,"Norodom / Street 240, Phnom Penh",PP-3011,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
d36438a0-ef9e-4192-9daa-c59c91aefc88,6be757b0-210d-462b-9da6-e82602abfcb4,de829b05-d6b2-4912-ae56-1288e161b836,8a1c80e8-4133-48a0-92d4-e28698cc0312,50000,Traffic violation fine (synthetic private record).,overdue,"Sihanouk / Street 163, Phnom Penh",PP-3012,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
83115575-8e0d-40df-813a-37bf2b0b383b,87edb6f3-e834-4c0f-804a-d55731e4b35f,c4f92db9-eebc-4481-87ac-2e27a485c4ce,b99fa557-0462-47e7-a3fa-99c79605099c,50000,Traffic violation fine (synthetic private record).,awaiting_verification,"Street 51 / Street 240, Phnom Penh",PP-3013,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
a3101502-f449-40c6-adea-84c51dda8506,416858f9-9f9f-4b12-8a18-29d61014ed47,27df8364-4704-4a08-a834-a301b3692b49,78b1912a-dd01-4084-901a-83135e1f41c5,50000,Traffic violation fine (synthetic private record).,overdue,"Street 271 / Monivong, Phnom Penh",PP-3014,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
277ea420-bc83-4d61-8280-7f3caa9d958a,8a53d1e2-7c85-43d0-b9a9-a2a53e4238df,13a32442-3386-40d5-9e23-1304a85aaff1,f59b8123-3743-467f-ab0f-9f8110024214,20000,Traffic violation fine (synthetic private record).,paid,"Street 178 / Norodom, Phnom Penh",PP-3015,2026-08-30,khqr,PAY-PP-0016,2026-07-27T12:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
06a1de65-5681-4659-a298-8d0c76dbcd9f,3adac4e0-4cc8-4573-8122-d1894ac316b0,762d431d-5ad1-44ad-8ccd-18415c25d632,1518afdf-297a-49c5-8a7c-7815ce4edfdd,30000,Traffic violation fine (synthetic private record).,overdue,"Street 240 / Russian Boulevard, Phnom Penh",PP-3016,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
d2e2ded9-a08f-4aaf-bb48-00ab0973d2fc,a315e192-35cd-4e86-9b04-f7bd52a5824e,f3b19f88-3220-4d92-8135-ccbf071e7322,c844c4a8-6d0a-412e-8dc1-5b95a246458a,40000,Traffic violation fine (synthetic private record).,paid,"Monireth / Mao Tse Toung, Phnom Penh",PP-3017,2026-08-30,khqr,PAY-PP-0018,2026-07-27T12:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
0d341d01-35d5-4a94-a99e-9d49c4c8adc0,6213692d-9c88-4da8-894d-06d5949421e5,b0163d17-b047-485f-b701-60cf1213d8a2,11ed348f-2a58-4cd2-a7b2-a5958c5e5d7a,40000,Traffic violation fine (synthetic private record).,paid,"Monivong / Kbal Thanol Flyover, Phnom Penh",PP-3018,2026-08-30,khqr,PAY-PP-0019,2026-07-27T12:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
ee6e3693-d0e1-40fd-ac10-188bc3592d46,726c8c9f-467d-4e6c-b0cd-05be20e8533d,3f990a98-e1c1-45ca-b98e-3de76b3025bf,d884e21c-1ae5-45e7-bb29-75f795fdd23b,50000,Traffic violation fine (synthetic private record).,paid,"Pet Lok Sang Junction, Phnom Penh",PP-3019,2026-08-30,khqr,PAY-PP-0020,2026-07-27T12:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
4120a02d-a2ab-406a-92a8-3fe307f1994e,ade9e5e2-cb0b-4429-b9da-b7d4e201194c,213c48ec-a0f2-44e8-88bc-a043d8165004,4f2e09e6-974a-4a8d-a8a5-e9ed582f7696,50000,Traffic violation fine (synthetic private record).,overdue,"Chaom Chao Road / NR4, Phnom Penh",PP-3020,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
001ddd7c-e879-4f3d-b512-1ef63e93a99d,4d1573e1-c920-4631-938f-b9c03cca7cb2,79014366-f2cc-42a9-a9da-fa30c51b383e,2f478d31-727d-4bde-917e-8eddbc1630ea,50000,Traffic violation fine (synthetic private record).,paid,"Chaom Chao Road / Hanoi Road, Phnom Penh",PP-3021,2026-08-30,khqr,PAY-PP-0022,2026-07-27T12:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
5f08a054-5b46-40f8-860c-15599ce71541,b951cd31-ddae-44c9-97e2-66b9ba7928f9,f783f95c-89e4-4950-b0fe-86e60049a354,5c59b020-880c-417f-9fc1-49469032dddd,20000,Traffic violation fine (synthetic private record).,paid,"Kob Srov Road / NR6, Phnom Penh",PP-3022,2026-08-30,khqr,PAY-PP-0023,2026-07-27T12:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
bad18ed0-80a5-4c87-babd-d8545f59da93,7312d227-4412-48ea-a5d6-e806aad084d3,7ed2c4ac-f9c1-4a8e-b52e-f38f4545334e,0ae75c0f-0ee5-429c-9f79-23f74f2a9c64,50000,Traffic violation fine (synthetic private record).,overdue,"Kob Srov Road / NR4, Phnom Penh",PP-3023,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
66f73ed8-b8a4-4edd-bbb3-67784d56fcbe,2a4adc5e-4213-45b5-9438-219c3c5562f5,3ec54ffd-9daf-4b69-a809-426afd6a208b,d56f0fab-d698-4a46-94e2-d27b19375d23,20000,Traffic violation fine (synthetic private record).,paid,"Cheung Aek Bypass / NR2, Phnom Penh",PP-3024,2026-08-30,khqr,PAY-PP-0025,2026-07-27T12:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
64bfbe84-6bc3-42b5-acc6-814d1662bd96,faa3b030-2404-480d-9775-8bb297490a93,1b7538c7-7981-4310-814c-e513a8dc90a5,2a625023-0ba1-43e1-bf86-62868cbc62bf,40000,Traffic violation fine (synthetic private record).,paid,"Russei Kaev Bypass / NR5, Phnom Penh",PP-3025,2026-08-30,khqr,PAY-PP-0026,2026-07-27T12:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
f6567d9d-dc34-4c35-881e-4db2a27da2bb,0d69aa1e-3b2f-4412-bf67-080e4f467e5a,1cb301a1-562a-4a9a-a46e-c33a58b5d213,48ec89e4-b4d7-4a4f-b686-399ee120ae61,30000,Traffic violation fine (synthetic private record).,overdue,"C2 / NR1, Phnom Penh",PP-3026,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
50580c29-fb08-457d-8c0a-6f246a0e238a,7561b936-cb17-4f1b-b4c0-c941e30560c1,2b4df669-1139-4872-b7a6-104550120312,8a1c80e8-4133-48a0-92d4-e28698cc0312,30000,Traffic violation fine (synthetic private record).,paid,"C3 / NR6, Phnom Penh",PP-3027,2026-08-30,khqr,PAY-PP-0028,2026-07-27T12:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
83c59497-848d-497f-aad7-a3b681a0e031,c1d3e8ab-58aa-4adf-b802-843431735a92,46740461-c0c0-4a8a-bb81-8de6f1939e47,b99fa557-0462-47e7-a3fa-99c79605099c,20000,Traffic violation fine (synthetic private record).,pending,"C3 / NR4, Phnom Penh",PP-3028,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
6d7602d2-f723-4551-a31d-3b1d5437feab,b242fa7e-362b-4e90-a1a1-1be0d55991cf,2f611083-e288-4051-9b6f-7ddc7cb279a2,78b1912a-dd01-4084-901a-83135e1f41c5,20000,Traffic violation fine (synthetic private record).,awaiting_verification,"NR1 / Phnom Penh East Gate, Phnom Penh",PP-3029,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
2898cb44-fcf9-4206-b921-dc4c3dd0311c,68c7481f-b3b2-44d7-a3e4-c89654bd9b92,329f0a4d-b634-4efb-9f7a-f75b95687171,f59b8123-3743-467f-ab0f-9f8110024214,30000,Traffic violation fine (synthetic private record).,overdue,"Monivong / Russian, Phnom Penh",PP-3030,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
478833c2-e507-4f34-a3fe-2871dc288834,fe7449c5-a36a-449e-b620-ef280064291e,4fccb4bb-c327-4017-927e-5957c1081f28,1518afdf-297a-49c5-8a7c-7815ce4edfdd,40000,Traffic violation fine (synthetic private record).,awaiting_verification,"Russian / Monivong, Phnom Penh",PP-3031,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
19828fba-ce0a-4cb2-a212-145cabe0e8b3,88ccec56-2f6d-4bc2-9175-b167fd76be4d,413c08c5-49f6-4e22-8c3b-34dc55336716,c844c4a8-6d0a-412e-8dc1-5b95a246458a,40000,Traffic violation fine (synthetic private record).,pending,"Monivong / Charles de Gaulle, Phnom Penh",PP-3032,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
aac73fe0-cc53-4d13-b7f9-cd4598085a5c,ebe5f4dd-d42a-4076-a364-76dbc6a2095a,e5de8574-443b-4dc5-9279-9680806d6a0a,11ed348f-2a58-4cd2-a7b2-a5958c5e5d7a,30000,Traffic violation fine (synthetic private record).,overdue,"Sihanouk / Monivong, Phnom Penh",PP-3033,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
08c2250e-dd52-4999-ba0e-a2d2af12b582,fa55a293-169e-4437-b4dd-c6e7503bfcfd,a52af9d2-e50c-4e45-a98c-6fa94995cca6,d884e21c-1ae5-45e7-bb29-75f795fdd23b,30000,Traffic violation fine (synthetic private record).,paid,"Monireth / Charles de Gaulle, Phnom Penh",PP-3034,2026-08-30,khqr,PAY-PP-0035,2026-07-27T12:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
2e748f7f-f852-4e81-a711-2269885be156,d3dd7273-ecff-474f-9516-57bb61f759ec,51fcfd22-dd27-4df0-986e-ff4dbb2a25e7,4f2e09e6-974a-4a8d-a8a5-e9ed582f7696,30000,Traffic violation fine (synthetic private record).,paid,"Monivong / Sihanouk, Phnom Penh",PP-3035,2026-08-30,khqr,PAY-PP-0036,2026-07-27T12:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
934a86c7-1d1d-4395-88d6-5b5364681b1b,2cac14ad-df2a-4881-aba5-8ca1a6d77435,87d87928-e103-4513-9b6c-95ce25e9d8a6,2f478d31-727d-4bde-917e-8eddbc1630ea,40000,Traffic violation fine (synthetic private record).,paid,"Norodom / Mao Tse Toung, Phnom Penh",PP-3036,2026-08-30,khqr,PAY-PP-0037,2026-07-27T12:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
0370889a-5399-4106-b852-e34cfa1942ea,d22caa32-1516-4c34-b9fe-bcd0f21e521f,10a75e26-03d7-42de-b5f5-f0090f8f8aed,5c59b020-880c-417f-9fc1-49469032dddd,30000,Traffic violation fine (synthetic private record).,awaiting_verification,"Mao Tse Toung / Monivong, Phnom Penh",PP-3037,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
4a817948-fb1b-46b1-85b4-423378618d55,f5695820-a07a-428f-895d-6c6cfd095160,32230e64-63fa-4369-85cf-4870bbdb6f6a,0ae75c0f-0ee5-429c-9f79-23f74f2a9c64,20000,Traffic violation fine (synthetic private record).,overdue,"Russian / Toul Kok, Phnom Penh",PP-3038,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
d5b990c3-84f3-4cae-bdc0-da02f4321cea,470e3231-d07e-4738-bad8-f425446de66e,5dcc44ff-513c-4a71-a614-7600fde2ce62,d56f0fab-d698-4a46-94e2-d27b19375d23,20000,Traffic violation fine (synthetic private record).,pending,"Street 221 / Russian Boulevard, Phnom Penh",PP-3039,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
840dbde1-4e32-4728-9c01-08e0a8935b53,588e553f-2a56-420a-8ce3-213d171f233e,49029027-000a-4ca8-af66-46d6be07bf3d,2a625023-0ba1-43e1-bf86-62868cbc62bf,40000,Traffic violation fine (synthetic private record).,awaiting_verification,"Monivong / Street 214, Phnom Penh",PP-3040,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
76674b8a-8fb6-4085-b05d-e3d08a81ad0c,7eceb510-f021-43c7-9eab-6da991eec850,77b0b79a-5fb7-417b-a050-d0b4cb58f229,48ec89e4-b4d7-4a4f-b686-399ee120ae61,20000,Traffic violation fine (synthetic private record).,awaiting_verification,"Norodom / Street 240, Phnom Penh",PP-3041,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
c3be1538-8480-41b4-9797-27191f4a6c8e,0329f535-e77a-43d3-a52e-906fe206f424,7bfdbaab-2ae4-4289-94e2-3021f088c7ed,8a1c80e8-4133-48a0-92d4-e28698cc0312,40000,Traffic violation fine (synthetic private record).,paid,"Sihanouk / Street 163, Phnom Penh",PP-3042,2026-08-30,khqr,PAY-PP-0043,2026-07-27T12:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
b4544c07-c05e-4a9f-b46e-19b6fd548846,1fdaa621-3ef6-4b74-acd0-268b19ef9763,dd604e9e-cdd3-45a9-896e-2d2c1d2d16fc,b99fa557-0462-47e7-a3fa-99c79605099c,50000,Traffic violation fine (synthetic private record).,paid,"Street 51 / Street 240, Phnom Penh",PP-3043,2026-08-30,khqr,PAY-PP-0044,2026-07-27T12:00:00Z,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
42c43a23-aaf1-4ada-bfda-32b2b9c4cdeb,f002be54-2b9a-4115-9116-e32ead27baa9,55f5d407-dcf3-4212-b029-e606c9701dd6,78b1912a-dd01-4084-901a-83135e1f41c5,50000,Traffic violation fine (synthetic private record).,awaiting_verification,"Street 271 / Monivong, Phnom Penh",PP-3044,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
18d13530-edb1-475e-a813-5469248b5a7d,9ee67a3b-7042-4757-83a7-27c68aca6b85,228d3b4d-99c1-4636-af56-fd1ff81a01dd,f59b8123-3743-467f-ab0f-9f8110024214,40000,Traffic violation fine (synthetic private record).,awaiting_verification,"Street 178 / Norodom, Phnom Penh",PP-3045,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
67f8ded9-90ee-4295-98eb-e8b58a43e6a6,95503b52-2642-4afc-9cc6-f56f383c7292,90874d50-1c54-4a1f-bfe1-b22551b99608,1518afdf-297a-49c5-8a7c-7815ce4edfdd,30000,Traffic violation fine (synthetic private record).,pending,"Street 240 / Russian Boulevard, Phnom Penh",PP-3046,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
08c12a48-ec13-4b08-b83e-2fa003a753eb,b64bdd88-22a3-47f3-939f-079cb17126ca,836de8dd-512b-4d48-85c2-f823d334131f,c844c4a8-6d0a-412e-8dc1-5b95a246458a,30000,Traffic violation fine (synthetic private record).,awaiting_verification,"Monireth / Mao Tse Toung, Phnom Penh",PP-3047,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
6bfbd3b1-e3fc-4af3-978b-3d3d63bb98c3,29733302-e113-4efa-8e25-51b29d1191c0,8e67bba3-12b0-4bb2-9724-f15e8db92aba,11ed348f-2a58-4cd2-a7b2-a5958c5e5d7a,30000,Traffic violation fine (synthetic private record).,pending,"Monivong / Kbal Thanol Flyover, Phnom Penh",PP-3048,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
eaf6ebce-94ba-4b2c-ad3d-6a6287e6e537,e47e9eaa-3e88-4e15-97e8-ae3d3ff52fc5,4c5e5dbb-c981-49c3-a839-4c2cb0a8f9aa,d884e21c-1ae5-45e7-bb29-75f795fdd23b,30000,Traffic violation fine (synthetic private record).,awaiting_verification,"Pet Lok Sang Junction, Phnom Penh",PP-3049,2026-08-30,,,,2026-07-27T00:00:00Z,2026-07-27T00:00:00Z
