id,user_id,uploaded_image,detected_sign,confidence,description,guidance,processing_time,review_status,model_version,detected_vehicles,vehicle_count,detected_plate,plate_confidence,plate_type,plate_ocr_details,matched_vehicle_id,created_at
bd02d12a-514a-4370-9686-7f37f85d6ba5,2fe2cdd4-9a9d-4f39-82f5-0a97b524946b,ai/uploads/demo_011.jpg,Beware of trains,95.84,Detected Beware of trains in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.53,pending,best.pt,[],3,PP-3010,77.15,private,[],050c3ed6-2b71-48bf-a9db-32cfc0dc48d4,2026-07-27T09:10:00Z
0bd31f2e-5120-48da-8289-39d4887648ac,6c14432f-4057-4097-852f-cca97e13d887,ai/uploads/demo_012.jpg,Bicycles,95.83,Detected Bicycles in Phnom Penh corridor,Follow Cambodian traffic sign rules.,2.05,approved,best.pt,[],1,PP-3011,74.16,private,[],a1d9c0cb-eaf5-4627-bc86-98a5693f243e,2026-07-27T08:53:00Z
65ea9d38-5c48-4f52-a6d6-82067a272c03,de829b05-d6b2-4912-ae56-1288e161b836,ai/uploads/demo_013.jpg,Bicycles crossing,87.61,Detected Bicycles crossing in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.95,pending,best.pt,[],3,PP-3012,88.61,private,[],327304c2-b286-412e-8f83-90b4c7cd1380,2026-07-27T08:36:00Z
e033d927-dc70-40d0-b643-1ef9e1c7b49c,c4f92db9-eebc-4481-87ac-2e27a485c4ce,ai/uploads/demo_014.jpg,Bicycles only,95.24,Detected Bicycles only in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.01,pending,best.pt,[],3,PP-3013,93.69,private,[],94bd5832-fe72-4540-88cc-eeb12ee9813a,2026-07-27T08:19:00Z
78ff0e73-b009-4d5d-8341-e78bf2735cb0,27df8364-4704-4a08-a834-a301b3692b49,ai/uploads/demo_015.jpg,Boats ramp,90.16,Detected Boats ramp in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.28,approved,best.pt,[],3,PP-3014,81.67,private,[],1001da4f-db71-4618-acb2-b0e40a28a124,2026-07-27T08:02:00Z
bb2be15c-bed1-41de-80ef-43b004ac3dba,13a32442-3386-40d5-9e23-1304a85aaff1,ai/uploads/demo_016.jpg,Built-up area begins,80.77,Detected Built-up area begins in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.68,pending,best.pt,[],3,PP-3015,83.98,private,[],b2a3fa3d-569a-485b-8f42-96fc34bd12a4,2026-07-27T07:45:00Z
3fe5ceb7-fabd-4480-8399-d99623336a4c,762d431d-5ad1-44ad-8ccd-18415c25d632,ai/uploads/demo_017.jpg,Built-up area ends,91.58,Detected Built-up area ends in Phnom Penh corridor,Follow Cambodian traffic sign rules.,2.17,approved,best.pt,[],1,PP-3016,78.41,private,[],2e561407-8904-4c6d-ba6c-47b3f4eefdc0,2026-07-27T07:28:00Z
2956b7e1-b3aa-46b2-83e9-b7a7e8cbe8e0,f3b19f88-3220-4d92-8135-ccbf071e7322,ai/uploads/demo_018.jpg,Buses,79.9,Detected Buses in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.94,pending,best.pt,[],4,PP-3017,82.87,private,[],8a110f83-3085-4676-bc4c-082ea42c19be,2026-07-27T07:11:00Z
09b6cf1a-0ae2-4bc3-af68-af284f7c4c90,b0163d17-b047-485f-b701-60cf1213d8a2,ai/uploads/demo_019.jpg,Buses lane,96.08,Detected Buses lane in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.82,approved,best.pt,[],3,PP-3018,73.73,private,[],95860334-5616-4f3e-a76b-cd8d8790734a,2026-07-27T06:54:00Z
b149322b-9b91-4ae5-8004-2768478108c5,3f990a98-e1c1-45ca-b98e-3de76b3025bf,ai/uploads/demo_020.jpg,Buses stop marking,89.59,Detected Buses stop marking in Phnom Penh corridor,Follow Cambodian traffic sign rules.,0.86,pending,best.pt,[],1,PP-3019,75.23,private,[],6c9c994a-d897-443d-8c5e-ae03fe9f76e5,2026-07-27T06:37:00Z
25684e7f-6489-45e8-9bc9-c4a7b7a7eae2,213c48ec-a0f2-44e8-88bc-a043d8165004,ai/uploads/demo_021.jpg,Camping area,92.46,Detected Camping area in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.52,pending,best.pt,[],4,PP-3020,91.12,private,[],72f6dc2e-de76-4cdb-aff0-2e44b9e24a66,2026-07-27T06:20:00Z
3d8993ea-54db-4d73-b06a-41bd481fd25f,79014366-f2cc-42a9-a9da-fa30c51b383e,ai/uploads/demo_022.jpg,Caravans park and camping area,86.33,Detected Caravans park and camping area in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.12,approved,best.pt,[],2,PP-3021,87.06,private,[],5e636b18-68de-4716-b2a7-b9d008d31fa5,2026-07-27T06:03:00Z
a62937fd-988e-4bed-989e-c3a96da20085,f783f95c-89e4-4950-b0fe-86e60049a354,ai/uploads/demo_023.jpg,Caravans park or site,94.05,Detected Caravans park or site in Phnom Penh corridor,Follow Cambodian traffic sign rules.,2.21,approved,best.pt,[],3,PP-3022,70.52,private,[],1976b7a0-d977-4cb4-a2b7-352899f37558,2026-07-27T05:46:00Z
5b8d8f35-06f8-44d3-b415-e4e824a50c94,7ed2c4ac-f9c1-4a8e-b52e-f38f4545334e,ai/uploads/demo_024.jpg,Cars,85.49,Detected Cars in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.6,approved,best.pt,[],3,PP-3023,78.18,private,[],b4df1b16-08e6-414e-b817-ab6be191aa18,2026-07-27T05:29:00Z
ea8ec5ec-1ea4-4f9c-98a0-397b360f3d0b,3ec54ffd-9daf-4b69-a809-426afd6a208b,ai/uploads/demo_025.jpg,Cars only,84.53,Detected Cars only in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.2,approved,best.pt,[],2,PP-3024,85.45,private,[],2312bbbb-c7eb-48ab-979c-aba88541cf06,2026-07-27T05:12:00Z
301db591-744a-48f1-9bf1-1d5acb93d82a,1b7538c7-7981-4310-814c-e513a8dc90a5,ai/uploads/demo_026.jpg,Cattle or domestic animals,89.32,Detected Cattle or domestic animals in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.9,pending,best.pt,[],2,PP-3025,81.59,private,[],e431ac35-d979-43cd-88a2-1e8a0e916649,2026-07-27T04:55:00Z
c21c5d16-6a7b-4938-9dcf-03e47fb93b4c,1cb301a1-562a-4a9a-a46e-c33a58b5d213,ai/uploads/demo_027.jpg,Chevron marker (to the left),83.34,Detected Chevron marker (to the left) in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.78,pending,best.pt,[],3,PP-3026,94.38,private,[],4691ee60-8a63-4eb3-9533-cd21d60f69d8,2026-07-27T04:38:00Z
510f75f6-0665-4638-a98a-d765e462beaa,2b4df669-1139-4872-b7a6-104550120312,ai/uploads/demo_028.jpg,Chevron marker (to the right),80.88,Detected Chevron marker (to the right) in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.89,pending,best.pt,[],4,PP-3027,75.32,private,[],94be3e5d-16f7-4e99-8b33-0ccbee245b77,2026-07-27T04:21:00Z
3b5b14d3-a1f4-4532-9a5f-8c623e245f4b,46740461-c0c0-4a8a-bb81-8de6f1939e47,ai/uploads/demo_029.jpg,Chevron markings (one-way road),91.05,Detected Chevron markings (one-way road) in Phnom Penh corridor,Follow Cambodian traffic sign rules.,0.84,approved,best.pt,[],2,PP-3028,80.14,private,[],77011be9-a304-419f-a165-f01c4f0eb7fc,2026-07-27T04:04:00Z
13232b73-8cec-44f8-8626-3245a16f87bd,2f611083-e288-4051-9b6f-7ddc7cb279a2,ai/uploads/demo_030.jpg,Clinic,94.27,Detected Clinic in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.27,approved,best.pt,[],2,PP-3029,71.42,private,[],fef0c2f3-5876-4eb1-b7ce-0e5d1e298d64,2026-07-27T03:47:00Z
b03bea3c-f89a-425a-a306-5754124146c8,329f0a4d-b634-4efb-9f7a-f75b95687171,ai/uploads/demo_031.jpg,Closed for All Road Users,96.17,Detected Closed for All Road Users in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.96,approved,best.pt,[],1,PP-3030,72.6,private,[],c1d31a98-a200-49d0-a0c9-beab7cf8684c,2026-07-27T03:30:00Z
499f8ba5-a1cd-430e-96d0-e796adfe6452,4fccb4bb-c327-4017-927e-5957c1081f28,ai/uploads/demo_032.jpg,3 lanes merge to 2 lanes from the left,94.9,Detected 3 lanes merge to 2 lanes from the left in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.43,pending,best.pt,[],2,PP-3031,73.27,private,[],df7cf629-dda5-4689-babc-ab9e49e7f80f,2026-07-27T03:13:00Z
84cd4a0b-3c23-4e70-9f60-40d2e214a0e2,413c08c5-49f6-4e22-8c3b-34dc55336716,ai/uploads/demo_033.jpg,3 lanes merge to 2 lanes from the right,96.6,Detected 3 lanes merge to 2 lanes from the right in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.77,pending,best.pt,[],2,PP-3032,76.14,private,[],b9ade834-09a2-448b-98d8-d17492705106,2026-07-27T02:56:00Z
fa0f3fea-8b6e-41d9-933c-c3465b356b98,e5de8574-443b-4dc5-9279-9680806d6a0a,ai/uploads/demo_034.jpg,Abreast travelling permitted for bicycles,78.79,Detected Abreast travelling permitted for bicycles in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.28,approved,best.pt,[],4,PP-3033,82.58,private,[],302ae8e3-eaf6-4025-9a77-5b57dcf331a2,2026-07-27T02:39:00Z
40498ee9-fa74-4864-b083-23c1a8d0f051,a52af9d2-e50c-4e45-a98c-6fa94995cca6,ai/uploads/demo_035.jpg,Airports,91.92,Detected Airports in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.64,approved,best.pt,[],1,PP-3034,91.02,private,[],335e545a-d310-4fd7-8f75-b3d6fcaa15ec,2026-07-27T02:22:00Z
e3bd355f-d6f7-4468-abd4-7437c0ecdcb0,51fcfd22-dd27-4df0-986e-ff4dbb2a25e7,ai/uploads/demo_036.jpg,Animal drawn carts,89.18,Detected Animal drawn carts in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.3,approved,best.pt,[],2,PP-3035,78.15,private,[],cb9d643e-039c-43d8-b19e-4c42736267b5,2026-07-27T02:05:00Z
f035864a-045a-4968-9814-7b138e6c8ea8,87d87928-e103-4513-9b6c-95ce25e9d8a6,ai/uploads/demo_037.jpg,Animal drawn carts of all form only,88.09,Detected Animal drawn carts of all form only in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.53,approved,best.pt,[],1,PP-3036,91.76,private,[],b7bc4896-aa27-4a6d-a34c-ca8803b58c67,2026-07-27T01:48:00Z
80eb1581-3515-4c2f-a2fb-1296529d63e6,10a75e26-03d7-42de-b5f5-f0090f8f8aed,ai/uploads/demo_038.jpg,Arrow direction exclusive lane,79.0,Detected Arrow direction exclusive lane in Phnom Penh corridor,Follow Cambodian traffic sign rules.,0.83,approved,best.pt,[],2,PP-3037,81.59,private,[],7222f62f-413e-4100-a43e-cd1b4a995e09,2026-07-27T01:31:00Z
ffbc4396-d1b3-4820-9577-c773c90b9b5b,32230e64-63fa-4369-85cf-4870bbdb6f6a,ai/uploads/demo_039.jpg,Asian Highway route 1,96.42,Detected Asian Highway route 1 in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.63,pending,best.pt,[],4,PP-3038,87.59,private,[],d9a26f4f-e27f-4d76-9939-edab00e561b1,2026-07-27T01:14:00Z
354f4e51-4d1e-45f7-89bc-f0de447cb3af,5dcc44ff-513c-4a71-a614-7600fde2ce62,ai/uploads/demo_040.jpg,Asian Highway route 11,88.73,Detected Asian Highway route 11 in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.97,approved,best.pt,[],4,PP-3039,88.16,private,[],c30026ad-2c3a-49d6-9afc-ab15005459b9,2026-07-27T00:57:00Z
0c8f4665-ab48-49e8-bf0d-8ae8fd117343,49029027-000a-4ca8-af66-46d6be07bf3d,ai/uploads/demo_041.jpg,Backward,97.05,Detected Backward in Phnom Penh corridor,Follow Cambodian traffic sign rules.,0.99,approved,best.pt,[],4,PP-3040,83.85,private,[],7fe87f09-1699-4d08-b235-98c58f0b39d8,2026-07-27T00:40:00Z
7f9a6258-ba08-408a-b777-71429e0bc6d5,77b0b79a-5fb7-417b-a050-d0b4cb58f229,ai/uploads/demo_042.jpg,Beware of trains,78.32,Detected Beware of trains in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.55,approved,best.pt,[],1,PP-3041,75.33,private,[],4eb3148a-e8e7-4886-9962-5a94ca2704bc,2026-07-27T00:23:00Z
a7d856c6-d391-4d3c-bbd3-79e26720981a,7bfdbaab-2ae4-4289-94e2-3021f088c7ed,ai/uploads/demo_043.jpg,Bicycles,80.3,Detected Bicycles in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.74,pending,best.pt,[],2,PP-3042,70.25,private,[],6b7166ef-835e-4219-91ee-ef5ab6104120,2026-07-27T00:06:00Z
fc6e0a8c-f97b-4674-9ed0-13b385250707,dd604e9e-cdd3-45a9-896e-2d2c1d2d16fc,ai/uploads/demo_044.jpg,Bicycles crossing,81.12,Detected Bicycles crossing in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.24,approved,best.pt,[],1,PP-3043,85.25,private,[],224b31d2-f49a-437b-b74b-af7488bf211b,2026-07-26T23:49:00Z
d7035755-1a0c-4853-981c-fade370723ad,55f5d407-dcf3-4212-b029-e606c9701dd6,ai/uploads/demo_045.jpg,Bicycles only,80.39,Detected Bicycles only in Phnom Penh corridor,Follow Cambodian traffic sign rules.,0.99,approved,best.pt,[],1,PP-3044,83.77,private,[],d49c2ace-928f-4f3f-81a8-d600fc5301a0,2026-07-26T23:32:00Z
818ec500-ce9b-4be6-8797-f0e00d411c23,228d3b4d-99c1-4636-af56-fd1ff81a01dd,ai/uploads/demo_046.jpg,Boats ramp,78.69,Detected Boats ramp in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.54,pending,best.pt,[],1,PP-3045,74.84,private,[],7b65b62b-fc0b-4769-a39f-4f5fcfc6aa7d,2026-07-26T23:15:00Z
72062c9e-22b0-4a24-a6e0-d37a7951eb71,90874d50-1c54-4a1f-bfe1-b22551b99608,ai/uploads/demo_047.jpg,Built-up area begins,90.77,Detected Built-up area begins in Phnom Penh corridor,Follow Cambodian traffic sign rules.,0.95,approved,best.pt,[],3,PP-3046,90.65,private,[],07474397-d800-436f-b0e0-23220dafaae0,2026-07-26T22:58:00Z
7695678c-8f39-44f0-bd82-459e254e02c5,836de8dd-512b-4d48-85c2-f823d334131f,ai/uploads/demo_048.jpg,Built-up area ends,83.04,Detected Built-up area ends in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.91,approved,best.pt,[],4,PP-3047,91.79,private,[],60a675d4-0977-4c04-8ae8-c04208c82c9e,2026-07-26T22:41:00Z
18ecb8fd-f98b-492a-8f2c-29337b14fcd7,8e67bba3-12b0-4bb2-9724-f15e8db92aba,ai/uploads/demo_049.jpg,Buses,82.19,Detected Buses in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.84,pending,best.pt,[],2,PP-3048,89.14,private,[],675e9d25-660a-4767-8bc1-76578b72ef63,2026-07-26T22:24:00Z
e2a6f37a-fcbf-40a7-b7e3-43601b6c6bbe,4c5e5dbb-c981-49c3-a839-4c2cb0a8f9aa,ai/uploads/demo_050.jpg,Buses lane,91.84,Detected Buses lane in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.62,pending,best.pt,[],4,PP-3049,84.16,private,[],94511e51-9571-4019-852e-fda65a74ba19,2026-07-26T22:07:00Z
758d1fde-75e9-47b5-acf4-178c21157d61,f59b8123-3743-467f-ab0f-9f8110024214,ai/uploads/demo_051.jpg,Buses stop marking,86.99,Detected Buses stop marking in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.92,pending,best.pt,[],2,PP-3050,76.84,private,[],38744ad2-5838-41ee-abeb-97665ac6418e,2026-07-26T21:50:00Z
f6ed37cb-2df8-412c-854e-373a720c0afc,1518afdf-297a-49c5-8a7c-7815ce4edfdd,ai/uploads/demo_052.jpg,Camping area,82.07,Detected Camping area in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.11,pending,best.pt,[],4,PP-3051,80.57,private,[],a6478f73-af07-479b-980d-15ce24727842,2026-07-26T21:33:00Z
731d9876-beda-47ac-8374-966b72d91f65,c844c4a8-6d0a-412e-8dc1-5b95a246458a,ai/uploads/demo_053.jpg,Caravans park and camping area,87.88,Detected Caravans park and camping area in Phnom Penh corridor,Follow Cambodian traffic sign rules.,0.97,approved,best.pt,[],2,PP-3052,79.1,private,[],8424df54-8a8b-4737-beb0-65c0f7335e87,2026-07-26T21:16:00Z
d65e80a3-c2ab-40bb-a4ff-3f74ba7d7440,11ed348f-2a58-4cd2-a7b2-a5958c5e5d7a,ai/uploads/demo_054.jpg,Caravans park or site,83.95,Detected Caravans park or site in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.67,pending,best.pt,[],3,PP-3053,72.36,private,[],3679f6bd-fa07-430d-9d05-269539966016,2026-07-26T20:59:00Z
5acd0275-c5d1-4910-82ac-c5ac4bfceeac,d884e21c-1ae5-45e7-bb29-75f795fdd23b,ai/uploads/demo_055.jpg,Cars,94.15,Detected Cars in Phnom Penh corridor,Follow Cambodian traffic sign rules.,2.14,approved,best.pt,[],2,PP-3054,78.97,private,[],287fa686-cd48-4729-9089-8363dd84b9c2,2026-07-26T20:42:00Z
7eab90a2-c684-4bdc-bbc8-78ffe3015e0e,4f2e09e6-974a-4a8d-a8a5-e9ed582f7696,ai/uploads/demo_056.jpg,Cars only,81.19,Detected Cars only in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.82,approved,best.pt,[],4,PP-3055,79.65,private,[],d2ebd76a-6342-4b3d-b014-3e5c7e6f9c19,2026-07-26T20:25:00Z
d8a26865-4e39-4514-8df6-26179bc77f91,2f478d31-727d-4bde-917e-8eddbc1630ea,ai/uploads/demo_057.jpg,Cattle or domestic animals,84.08,Detected Cattle or domestic animals in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.06,approved,best.pt,[],3,PP-3056,75.62,private,[],1e8efe54-e967-4d3d-8dce-0c584de3db46,2026-07-26T20:08:00Z
56a7ac42-15ba-428e-ba7a-15b6d317c357,5c59b020-880c-417f-9fc1-49469032dddd,ai/uploads/demo_058.jpg,Chevron marker (to the left),85.85,Detected Chevron marker (to the left) in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.91,approved,best.pt,[],4,PP-3057,75.4,private,[],8b2765f0-962b-487f-8802-ac5326afe9cb,2026-07-26T19:51:00Z
8881769f-1754-4521-aedc-e654ad3d2f2a,0ae75c0f-0ee5-429c-9f79-23f74f2a9c64,ai/uploads/demo_059.jpg,Chevron marker (to the right),95.95,Detected Chevron marker (to the right) in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.92,approved,best.pt,[],3,PP-3058,71.66,private,[],c808aacc-b19d-4102-91d4-e1f7813a6364,2026-07-26T19:34:00Z
70e9eba4-9763-416f-b840-a28eb06f5d2b,d56f0fab-d698-4a46-94e2-d27b19375d23,ai/uploads/demo_060.jpg,Chevron markings (one-way road),84.75,Detected Chevron markings (one-way road) in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.98,approved,best.pt,[],2,PP-3059,93.27,private,[],d7df5e28-67a0-440f-a709-5020178651a6,2026-07-26T19:17:00Z
cf1a1f4b-07a0-4e50-983e-8636cdc73a42,2a625023-0ba1-43e1-bf86-62868cbc62bf,ai/uploads/demo_061.jpg,Clinic,94.84,Detected Clinic in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.43,approved,best.pt,[],4,PP-3060,90.21,private,[],70992f82-59dc-4c4c-941b-5a61c75b09ca,2026-07-26T19:00:00Z
cc38971f-2d82-4082-a978-41411262d175,48ec89e4-b4d7-4a4f-b686-399ee120ae61,ai/uploads/demo_062.jpg,Closed for All Road Users,88.97,Detected Closed for All Road Users in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.67,approved,best.pt,[],1,PP-3061,91.43,private,[],1b54417d-26a7-40da-b71d-cc259ea51036,2026-07-26T18:43:00Z
71ddf56d-0a5f-460e-9c95-e13f0b283f29,8a1c80e8-4133-48a0-92d4-e28698cc0312,ai/uploads/demo_063.jpg,3 lanes merge to 2 lanes from the left,83.64,Detected 3 lanes merge to 2 lanes from the left in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.46,pending,best.pt,[],3,PP-3062,87.38,private,[],8d58967e-4a29-463e-bc8d-4a8ca0038733,2026-07-26T18:26:00Z
a17f6b0b-f442-483c-b3d5-802d6a1a7b48,b99fa557-0462-47e7-a3fa-99c79605099c,ai/uploads/demo_064.jpg,3 lanes merge to 2 lanes from the right,91.77,Detected 3 lanes merge to 2 lanes from the right in Phnom Penh corridor,Follow Cambodian traffic sign rules.,0.93,approved,best.pt,[],1,PP-3063,79.48,private,[],b85e0b3d-0865-4b80-8de0-9db529fa36e0,2026-07-26T18:09:00Z
f14d3e99-56bb-403b-a786-7841d7e11ac9,78b1912a-dd01-4084-901a-83135e1f41c5,ai/uploads/demo_065.jpg,Abreast travelling permitted for bicycles,97.2,Detected Abreast travelling permitted for bicycles in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.76,approved,best.pt,[],4,PP-3064,92.09,private,[],a93f9199-0c46-44fd-8727-beacda11c640,2026-07-26T17:52:00Z
3725fdde-6ed9-46bb-82fd-b1d899ec7b28,dd5e6a7d-7e1f-4cc3-9ca1-bb4693b722a2,ai/uploads/demo_066.jpg,Airports,93.07,Detected Airports in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.55,approved,best.pt,[],3,PP-3065,81.8,private,[],0677265e-d75d-47b6-b6d8-6b9653946583,2026-07-26T17:35:00Z
e543992d-5c79-4ea9-a72d-5f4c0c536723,adb79f60-41a3-4386-8ed2-fa31a15a3ee2,ai/uploads/demo_067.jpg,Animal drawn carts,91.25,Detected Animal drawn carts in Phnom Penh corridor,Follow Cambodian traffic sign rules.,0.88,pending,best.pt,[],3,PP-3066,85.95,private,[],831a4728-b224-488c-a194-4ecf7b1b243b,2026-07-26T17:18:00Z
22a1c8b2-3baa-4a68-9e44-69c995c84a82,a2c4d5dd-172e-4b86-95c6-b09c83d95c34,ai/uploads/demo_068.jpg,Animal drawn carts of all form only,96.88,Detected Animal drawn carts of all form only in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.15,pending,best.pt,[],1,PP-3067,85.1,private,[],2ee0a57f-0d38-4c70-b8b5-aa52b2a934cc,2026-07-26T17:01:00Z
f325220d-efee-49a7-8720-b2be97d889b9,43b06b92-5c9a-4bb1-89be-ea5ba68bced5,ai/uploads/demo_069.jpg,Arrow direction exclusive lane,82.64,Detected Arrow direction exclusive lane in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.47,pending,best.pt,[],2,PP-3068,74.1,private,[],20c2cb9a-fa23-4561-9b59-12b9190117a6,2026-07-26T16:44:00Z
04626850-4dfc-4928-8792-cbcf832dc555,3493b333-9551-47f0-b742-789fbc10b394,ai/uploads/demo_070.jpg,Asian Highway route 1,90.35,Detected Asian Highway route 1 in Phnom Penh corridor,Follow Cambodian traffic sign rules.,1.09,approved,best.pt,[],1,PP-3069,92.03,private,[],9c89acd1-5f24-4d0c-9960-349126d299c5,2026-07-26T16:27:00Z
