image_id,batch_id,plate_class,transcription,crop_path,source,verified,notes
PLATE_PRIVATE_000060.jpg,BATCH-REF-VEH-PLATE-001,private,PP2AZ-0482,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000060.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000061.jpg,BATCH-REF-VEH-PLATE-001,private,PP2AZ-1530,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000061.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000062.jpg,BATCH-REF-VEH-PLATE-001,private,PP2AZ-5287,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000062.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000063.jpg,BATCH-REF-VEH-PLATE-001,private,PP2BA-8221,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000063.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000064.jpg,BATCH-REF-VEH-PLATE-001,private,PP2BE-1639,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000064.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000065.jpg,BATCH-REF-VEH-PLATE-001,private,PP2BF-7578,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000065.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000066.jpg,BATCH-REF-VEH-PLATE-001,private,PP2BG-3250,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000066.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000067.jpg,BATCH-REF-VEH-PLATE-001,private,PP2BI-1875,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000067.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000068.jpg,BATCH-REF-VEH-PLATE-001,private,PP2BK-8779,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000068.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000069.jpg,BATCH-REF-VEH-PLATE-001,private,PP2BL-3577,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000069.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000070.jpg,BATCH-REF-VEH-PLATE-001,private,PP2BN-2658,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000070.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000071.jpg,BATCH-REF-VEH-PLATE-001,private,PP2BQ-5038,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000071.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000072.jpg,BATCH-REF-VEH-PLATE-001,private,PP2BT-2816,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000072.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000073.jpg,BATCH-REF-VEH-PLATE-001,private,PP2BW-7539,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000073.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000074.jpg,BATCH-REF-VEH-PLATE-001,private,PP2BX-0083,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000074.jpg,reference/Plate_Number,auto,Seed batch
PLATE_COMMERCIAL_000012.jpg,BATCH-REF-VEH-PLATE-001,commercial,PP2CA-2977,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\commercial\PLATE_COMMERCIAL_000012.jpg,reference/Plate_Number,auto,Seed batch
PLATE_COMMERCIAL_000013.jpg,BATCH-REF-VEH-PLATE-001,commercial,PP2G-4794,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\commercial\PLATE_COMMERCIAL_000013.jpg,reference/Plate_Number,auto,Seed batch
PLATE_COMMERCIAL_000014.jpg,BATCH-REF-VEH-PLATE-001,commercial,PP2H-8124,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\commercial\PLATE_COMMERCIAL_000014.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000075.jpg,BATCH-REF-VEH-PLATE-001,private,PP2I-4713,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000075.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000076.jpg,BATCH-REF-VEH-PLATE-001,private,PP2K-3277,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000076.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000077.jpg,BATCH-REF-VEH-PLATE-001,private,PP2Q-1803,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000077.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000078.jpg,BATCH-REF-VEH-PLATE-001,private,PP2T-8843,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000078.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000079.jpg,BATCH-REF-VEH-PLATE-001,private,PP2U-9241,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000079.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000080.jpg,BATCH-REF-VEH-PLATE-001,private,PP2W-2626,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000080.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000081.jpg,BATCH-REF-VEH-PLATE-001,private,PP2Z-1029,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000081.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000082.jpg,BATCH-REF-VEH-PLATE-001,private,PP2Z-6857,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000082.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000083.jpg,BATCH-REF-VEH-PLATE-001,private,PP3A-1154,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000083.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000084.jpg,BATCH-REF-VEH-PLATE-001,private,PP3B-1336,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000084.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000085.jpg,BATCH-REF-VEH-PLATE-001,private,PP3D-5171,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000085.jpg,reference/Plate_Number,auto,Seed batch
PLATE_PRIVATE_000086.jpg,BATCH-REF-VEH-PLATE-001,private,PPAU-5738,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\raw\license_plates\private\PLATE_PRIVATE_000086.jpg,reference/Plate_Number,auto,Seed batch
2BQ-2973_jpg.rf.8efad966c9f7687610cdd743be11badb.jpg,BATCH-ROBO-PLATE-001,private,2BQ-2973,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\2BQ-2973_jpg.rf.8efad966c9f7687610cdd743be11badb.jpg,roboflow/train,roboflow,
BTM2A-9079_jpg.rf.51b0ed8d613faae01f8dbb14787fe2c1.jpg,BATCH-ROBO-PLATE-001,commercial,BTM2A-9079,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\BTM2A-9079_jpg.rf.51b0ed8d613faae01f8dbb14787fe2c1.jpg,roboflow/train,roboflow,
BTM2B-0689_jpg.rf.0bca81fb29bec21ea393b7b4a9445bc2.jpg,BATCH-ROBO-PLATE-001,commercial,BTM2B-0689,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\BTM2B-0689_jpg.rf.0bca81fb29bec21ea393b7b4a9445bc2.jpg,roboflow/train,roboflow,
BTM2B-2641_jpg.rf.2a70de856a0b16557848301d2773a951.jpg,BATCH-ROBO-PLATE-001,commercial,BTM2B-2641,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\BTM2B-2641_jpg.rf.2a70de856a0b16557848301d2773a951.jpg,roboflow/train,roboflow,
BTM2B-7674_jpg.rf.c9e30f19b5ecaf12d4ce14dca614459e.jpg,BATCH-ROBO-PLATE-001,commercial,BTM2B-7674,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\BTM2B-7674_jpg.rf.c9e30f19b5ecaf12d4ce14dca614459e.jpg,roboflow/train,roboflow,
BTM2D-7700_jpg.rf.8354d7322fbe626641ca5e1cfb3ec242.jpg,BATCH-ROBO-PLATE-001,commercial,BTM2D-7700,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\BTM2D-7700_jpg.rf.8354d7322fbe626641ca5e1cfb3ec242.jpg,roboflow/train,roboflow,
BTM3A-1841_jpg.rf.997683db169911f0bdeff899718766f8.jpg,BATCH-ROBO-PLATE-001,commercial,BTM3A-1841,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\BTM3A-1841_jpg.rf.997683db169911f0bdeff899718766f8.jpg,roboflow/train,roboflow,
K2A-1482_jpg.rf.e2860db8b89e1e512dd6bd0c86c96f20.jpg,BATCH-ROBO-PLATE-001,private,K2A-1482,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\K2A-1482_jpg.rf.e2860db8b89e1e512dd6bd0c86c96f20.jpg,roboflow/train,roboflow,
K2A-2230_jpg.rf.ce64c6b7ae59d069537193cb83285e40.jpg,BATCH-ROBO-PLATE-001,private,K2A-2230,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\K2A-2230_jpg.rf.ce64c6b7ae59d069537193cb83285e40.jpg,roboflow/train,roboflow,
K2A-8923_jpg.rf.53bbe77e4657c074fc547a2b3d229973.jpg,BATCH-ROBO-PLATE-001,private,K2A-8923,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\K2A-8923_jpg.rf.53bbe77e4657c074fc547a2b3d229973.jpg,roboflow/train,roboflow,
K2B-2574_jpg.rf.e3d772e206d949a82d80da8a09026f4c.jpg,BATCH-ROBO-PLATE-001,private,K2B-2574,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\K2B-2574_jpg.rf.e3d772e206d949a82d80da8a09026f4c.jpg,roboflow/train,roboflow,
K2B-5437_jpg.rf.3d9afa0c9b20c4b310cab3b0dc90f086.jpg,BATCH-ROBO-PLATE-001,private,K2B-5437,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\K2B-5437_jpg.rf.3d9afa0c9b20c4b310cab3b0dc90f086.jpg,roboflow/train,roboflow,
K2B-8145jpg_jpg.rf.cff67ba0286db6814924d4f416cd2544.jpg,BATCH-ROBO-PLATE-001,private,K2B-8145JPG,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\K2B-8145jpg_jpg.rf.cff67ba0286db6814924d4f416cd2544.jpg,roboflow/train,roboflow,
K2B-8521_jpg.rf.1b67c914f6cab4159f8361191b636f09.jpg,BATCH-ROBO-PLATE-001,private,K2B-8521,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\K2B-8521_jpg.rf.1b67c914f6cab4159f8361191b636f09.jpg,roboflow/train,roboflow,
K2C-8010_jpg.rf.3410d1b491b4a257f50fe53cdf88d9af.jpg,BATCH-ROBO-PLATE-001,private,K2C-8010,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\K2C-8010_jpg.rf.3410d1b491b4a257f50fe53cdf88d9af.jpg,roboflow/train,roboflow,
K2D-9793_jpg.rf.74413c7d68d50cdeb6844eb5999d0cca.jpg,BATCH-ROBO-PLATE-001,private,K2D-9793,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\K2D-9793_jpg.rf.74413c7d68d50cdeb6844eb5999d0cca.jpg,roboflow/train,roboflow,
K3A-0103_jpg.rf.9daf79e4f8557b2e7bfa2e9dfd366acd.jpg,BATCH-ROBO-PLATE-001,private,K3A-0103,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\K3A-0103_jpg.rf.9daf79e4f8557b2e7bfa2e9dfd366acd.jpg,roboflow/train,roboflow,
K3A-1633_jpg.rf.4fd427f5314198e68fd7bdf6fd7d9cf3.jpg,BATCH-ROBO-PLATE-001,private,K3A-1633,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\K3A-1633_jpg.rf.4fd427f5314198e68fd7bdf6fd7d9cf3.jpg,roboflow/train,roboflow,
KPC2A-7042_jpg.rf.c7b9cb3b7fcd26a5e21d182b9637eb2c.jpg,BATCH-ROBO-PLATE-001,private,KPC2A-7042,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\KPC2A-7042_jpg.rf.c7b9cb3b7fcd26a5e21d182b9637eb2c.jpg,roboflow/train,roboflow,
KPC2A-9154_jpg.rf.02b41a5226e8d503ed767e284b1d9ad1.jpg,BATCH-ROBO-PLATE-001,private,KPC2A-9154,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\KPC2A-9154_jpg.rf.02b41a5226e8d503ed767e284b1d9ad1.jpg,roboflow/train,roboflow,
KPC2B-1569_jpg.rf.73f5d15d4ca345d6db48e27bf2e68658.jpg,BATCH-ROBO-PLATE-001,private,KPC2B-1569,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\KPC2B-1569_jpg.rf.73f5d15d4ca345d6db48e27bf2e68658.jpg,roboflow/train,roboflow,
KPC2B-7369_jpg.rf.369e705c4c22707d0d1d3fc3ec8d963e.jpg,BATCH-ROBO-PLATE-001,private,KPC2B-7369,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\KPC2B-7369_jpg.rf.369e705c4c22707d0d1d3fc3ec8d963e.jpg,roboflow/train,roboflow,
KPC3B-3468_jpg.rf.90bbf17101baafc953f27011679902dc.jpg,BATCH-ROBO-PLATE-001,private,KPC3B-3468,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\KPC3B-3468_jpg.rf.90bbf17101baafc953f27011679902dc.jpg,roboflow/train,roboflow,
KPs2A-0020_jpg.rf.0bdcb40c72efaa64cdf7ed6cd3443efe.jpg,BATCH-ROBO-PLATE-001,commercial,KPS2A-0020,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\KPs2A-0020_jpg.rf.0bdcb40c72efaa64cdf7ed6cd3443efe.jpg,roboflow/train,roboflow,
KPS2A-6804_jpg.rf.46f7de848d51bae4be96a83c4c32a4d2.jpg,BATCH-ROBO-PLATE-001,commercial,KPS2A-6804,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\KPS2A-6804_jpg.rf.46f7de848d51bae4be96a83c4c32a4d2.jpg,roboflow/train,roboflow,
KPS2A-6976_jpg.rf.d391828d7baee5442e4f399a416720f0.jpg,BATCH-ROBO-PLATE-001,commercial,KPS2A-6976,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\KPS2A-6976_jpg.rf.d391828d7baee5442e4f399a416720f0.jpg,roboflow/train,roboflow,
KPS2A-7083_jpg.rf.3667e4d485290e2759d67565b68d8ba5.jpg,BATCH-ROBO-PLATE-001,commercial,KPS2A-7083,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\KPS2A-7083_jpg.rf.3667e4d485290e2759d67565b68d8ba5.jpg,roboflow/train,roboflow,
KPS2B-5939_jpg.rf.20595233c4dbbf0f34f55ac76da2d5fd.jpg,BATCH-ROBO-PLATE-001,commercial,KPS2B-5939,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\KPS2B-5939_jpg.rf.20595233c4dbbf0f34f55ac76da2d5fd.jpg,roboflow/train,roboflow,
KPS2B-7740_jpg.rf.9c9524dfa3d94eadcaba7c7732e3159d.jpg,BATCH-ROBO-PLATE-001,commercial,KPS2B-7740,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\KPS2B-7740_jpg.rf.9c9524dfa3d94eadcaba7c7732e3159d.jpg,roboflow/train,roboflow,
KPs2B-9698_jpg.rf.faa1a4f1f9c9a212034e3c70411aacac.jpg,BATCH-ROBO-PLATE-001,commercial,KPS2B-9698,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\KPs2B-9698_jpg.rf.faa1a4f1f9c9a212034e3c70411aacac.jpg,roboflow/train,roboflow,
KPs2C-5262_jpg.rf.c1cdf5a69266a7f05ebe55768e790fac.jpg,BATCH-ROBO-PLATE-001,commercial,KPS2C-5262,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\KPs2C-5262_jpg.rf.c1cdf5a69266a7f05ebe55768e790fac.jpg,roboflow/train,roboflow,
KPS3A-7965_jpg.rf.cbaa92b864c188c760e6b870dc3da4ef.jpg,BATCH-ROBO-PLATE-001,commercial,KPS3A-7965,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\KPS3A-7965_jpg.rf.cbaa92b864c188c760e6b870dc3da4ef.jpg,roboflow/train,roboflow,
KPT2A-1572_jpg.rf.dfcf70744e073a3dda6d3d143f04fe39.jpg,BATCH-ROBO-PLATE-001,commercial,KPT2A-1572,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\KPT2A-1572_jpg.rf.dfcf70744e073a3dda6d3d143f04fe39.jpg,roboflow/train,roboflow,
ODMC2A-3332_jpg.rf.f5d4608cf404fdeb9d6dde52f8888b30.jpg,BATCH-ROBO-PLATE-001,private,ODMC2A-3332,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\ODMC2A-3332_jpg.rf.f5d4608cf404fdeb9d6dde52f8888b30.jpg,roboflow/train,roboflow,
PP2A-1611_jpg.rf.d4877860ac480ee616a0ced6490feae5.jpg,BATCH-ROBO-PLATE-001,private,PP2A-1611,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\PP2A-1611_jpg.rf.d4877860ac480ee616a0ced6490feae5.jpg,roboflow/train,roboflow,
PP2A-3917_jpg.rf.a652b3012b7d105851dad943cbad3731.jpg,BATCH-ROBO-PLATE-001,private,PP2A-3917,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\PP2A-3917_jpg.rf.a652b3012b7d105851dad943cbad3731.jpg,roboflow/train,roboflow,
PP2A-4223_jpg.rf.d1a192aa0f3174d9e5623d133f64d6a7.jpg,BATCH-ROBO-PLATE-001,private,PP2A-4223,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\PP2A-4223_jpg.rf.d1a192aa0f3174d9e5623d133f64d6a7.jpg,roboflow/train,roboflow,
PP2AA-0146_jpg.rf.dd763abbec7dcf99de36eb692f426755.jpg,BATCH-ROBO-PLATE-001,private,PP2AA-0146,D:\Year4\Project Thesis\Expert System\Project\CamTraffic\ai\datasets\annotations\exports\BATCH-ROBO-PLATE-001\images\train\PP2AA-0146_jpg.rf.dd763abbec7dcf99de36eb692f426755.jpg,roboflow/train,roboflow,
